CNPJ_RAIZ,RAZAO_SOCIAL_SEFAZ,RAZAO_SOCIAL_RFB,RAZAO_SOCIAL_REDESIM,FONTE_RECOMENDADA,RAZAO_SOCIAL_RECOMENDADA,GC,SIMILARIDADE_CAD_RFB,SIM_CAD_REDESIM,SIM_RFB_REDESIM
20048447,J A CORREIA NETO,J A CORREIA NETO,,SEFAZ,J A CORREIA NETO,90,100,,
20261955,EDSON SOUSA 64499197368,EDSON SOUSA 64499197368,,SEFAZ,EDSON SOUSA 64499197368,90,100,,
20150331,CRISTIANO SILVA DE ARAUJO 01701178397,CRISTIANO SILVA DE ARAUJO 01701178397,,SEFAZ,CRISTIANO SILVA DE ARAUJO 01701178397,90,100,,
23905900,POLYANO SALUSTIANO 03079115350,POLYANO SALUSTIANO 03079115350,,SEFAZ,POLYANO SALUSTIANO 03079115350,90,100,,
23741185,M  M  NEVES CAVALCANTE,M. M. NEVES CAVALCANTE,,SEFAZ,M  M  NEVES CAVALCANTE,90,91,,
31284134,MARIA DAS GRACAS LISBOA BATISTA FURTADO 61132317398,MARIA DAS GRACAS LISBOA BATISTA FURTADO 61132317398,MARIA DAS GRACAS LISBOA BATISTA FURTADO 61132317398,REDESIM,MARIA DAS GRACAS LISBOA BATISTA FURTADO 61132317398,100,100,100,100
38144854,SEBASTIAO TEIXEIRA SOUSA 28909372320,SEBASTIAO TEIXEIRA SOUSA 28909372320,SEBASTIAO TEIXEIRA SOUSA 28909372320,REDESIM,SEBASTIAO TEIXEIRA SOUSA 28909372320,100,100,100,100
39284762,JS DISTRIBUIDORA DE BEBIDAS EIRELI,JS DISTRIBUIDORA DE BEBIDAS EIRELI,JS DISTRIBUIDORA DE BEBIDAS EIRELI,REDESIM,JS DISTRIBUIDORA DE BEBIDAS EIRELI,100,100,100,100
38174052,PEDRA BRANCA ALIMENTOS E ARMARINHOS EIRELI,PEDRA BRANCA ALIMENTOS E ARMARINHOS EIRELI,PEDRA BRANCA ALIMENTOS E ARMARINHOS EIRELI,REDESIM,PEDRA BRANCA ALIMENTOS E ARMARINHOS EIRELI,100,100,100,100
42575368,VERA ALICE DA COSTA E SILVA 60237986329,VERA ALICE DA COSTA E SILVA 60237986329,VERA ALICE DA COSTA E SILVA 60237986329,REDESIM,VERA ALICE DA COSTA E SILVA 60237986329,100,100,100,100
42649227,COMERCIAL REZENDE DE ALIMENTOS EIRELI,COMERCIAL REZENDE DE ALIMENTOS EIRELI,COMERCIAL REZENDE DE ALIMENTOS EIRELI,REDESIM,COMERCIAL REZENDE DE ALIMENTOS EIRELI,100,100,100,100
42104639,MAYRA KELLE MORAES SALGADO 61418550329,MAYRA KELLE MORAES SALGADO 61418550329,MAYRA KELLE MORAES SALGADO 61418550329,REDESIM,MAYRA KELLE MORAES SALGADO 61418550329,100,100,100,100
42352796,ROGERIO DE SOUSA DA SILVA 61217172386,ROGERIO DE SOUSA DA SILVA 61217172386,ROGERIO DE SOUSA DA SILVA 61217172386,REDESIM,ROGERIO DE SOUSA DA SILVA 61217172386,100,100,100,100
42453162,GUSTAVO MARTINS BORGES 03859328123,GUSTAVO MARTINS BORGES 03859328123,GUSTAVO MARTINS BORGES 03859328123,REDESIM,GUSTAVO MARTINS BORGES 03859328123,100,100,100,100
42644584,MARCUS VINICIUS DA SILVA BARBOSA 14003736702,MARCUS VINICIUS DA SILVA BARBOSA 14003736702,MARCUS VINICIUS DA SILVA BARBOSA 14003736702,REDESIM,MARCUS VINICIUS DA SILVA BARBOSA 14003736702,100,100,100,100
24670048,MARIVANE TAVARES DA ROCHA SOUZA 01383135800,MARIVANE TAVARES DA ROCHA SOUZA 01383135800,,SEFAZ,MARIVANE TAVARES DA ROCHA SOUZA 01383135800,90,100,,
25339681,CARLOS EDUARDO DOS SANTOS COSTA 00014173395,CARLOS EDUARDO DOS SANTOS COSTA 00014173395,,SEFAZ,CARLOS EDUARDO DOS SANTOS COSTA 00014173395,90,100,,
25449470,E CUTRIM COSTA,E CUTRIM COSTA,E CUTRIM COSTA,REDESIM,E CUTRIM COSTA,100,100,100,100
26168493,JEANE GALVAO 00622205358,JEANE GALVAO 00622205358,,SEFAZ,JEANE GALVAO 00622205358,90,100,,
19987798,MARIA JOSILENE SARMENTO DA SILVA 83618465300,MARIA JOSILENE SARMENTO DA SILVA ROCHA 83618465300,,SEFAZ,MARIA JOSILENE SARMENTO DA SILVA 83618465300,50,88,,
19988760,JOSE DE ARIMATEIA LOPES VILA 52290883387,JOSE DE ARIMATEIA LOPES VILA 52290883387,,SEFAZ,JOSE DE ARIMATEIA LOPES VILA 52290883387,90,100,,
20231522,FRANCIONEIDE SILVA DE OLIVEIRA 06923142377,FRANCIONEIDE SILVA DE OLIVEIRA 06923142377,,SEFAZ,FRANCIONEIDE SILVA DE OLIVEIRA 06923142377,90,100,,
20080634,N N DA SILVA BARBOSA,N N DA SILVA BARBOSA,N N DA SILVA BARBOSA - ME,REDESIM,N N DA SILVA BARBOSA - ME,30,100,80,80
38221199,MARIA DO SOCORRO SOUSA 47010231320,MARIA DO SOCORRO SOUSA 47010231320,MARIA DO SOCORRO SOUSA 47010231320,REDESIM,MARIA DO SOCORRO SOUSA 47010231320,100,100,100,100
38708963,MARIA GERLANDIA LIMA FERREIRA 04242344325,MARIA GERLANDIA LIMA FERREIRA 04242344325,MARIA GERLANDIA LIMA FERREIRA 04242344325,REDESIM,MARIA GERLANDIA LIMA FERREIRA 04242344325,100,100,100,100
38141205,JOSELIA ALVES DA SILVA DE OLIVEIRA 51631067320,JOSELIA ALVES DA SILVA DE OLIVEIRA 51631067320,JOSELIA ALVES DA SILVA 51631067320,REDESIM,JOSELIA ALVES DA SILVA 51631067320,30,100,74,74
34183235,BEAUNE IMPORTADORA LTDA ,,,SEFAZ,BEAUNE IMPORTADORA LTDA ,60,,,
32062681,KELCIRENE DA SILVA SOARES 03392342378,KELCIRENE DA SILVA SOARES 03392342378,KELCIRENE DA SILVA SOARES 03392342378,REDESIM,KELCIRENE DA SILVA SOARES 03392342378,100,100,100,100
41802297,MAELY SILVA PASSOS 60050843303,MAELY SILVA PASSOS 60050843303,MAELY SILVA PASSOS 60050843303,REDESIM,MAELY SILVA PASSOS 60050843303,100,100,100,100
42700665,MULTI MAQUINAS IMPORTACAO DISTRIBUICAO E COMERCIO LTDA,MULTI MAQUINAS IMPORTACAO DISTRIBUICAO E COMERCIO LTDA,MULTI MAQUINAS IMPORTACAO DISTRIBUICAO E COMERCIO LTDA,REDESIM,MULTI MAQUINAS IMPORTACAO DISTRIBUICAO E COMERCIO LTDA,100,100,100,100
42014707,KAREN GABRIELLY OLIVEIRA DA SILVA 62167384378,KAREN GABRIELLY OLIVEIRA DA SILVA 62167384378,KAREN GABRIELLY OLIVEIRA DA SILVA 62167384378,REDESIM,KAREN GABRIELLY OLIVEIRA DA SILVA 62167384378,100,100,100,100
42090093,REGINA FERREIRA DA SILVA 62625020253,REGINA FERREIRA DA SILVA 62625020253,REGINA FERREIRA DA SILVA 62625020253,REDESIM,REGINA FERREIRA DA SILVA 62625020253,100,100,100,100
25359205,VILSON LIMA DE MORAIS 36551155391,VILSON LIMA DE MORAIS 36551155391,,SEFAZ,VILSON LIMA DE MORAIS 36551155391,90,100,,
07807518,MUNICIPIO DE BALSAS   SECRETARIA MUNICIPAL DE SAUDE (FARMACIA POPULAR),MUNICIPIO DE BALSAS - SECRETARIA MUNICIPAL DE SAUDE (FARMACIA POPULAR),,SEFAZ,MUNICIPIO DE BALSAS   SECRETARIA MUNICIPAL DE SAUDE (FARMACIA POPULAR),90,99,,
25257030,W  H  DOS SANTOS LIMA,W. H. DOS SANTOS LIMA,,SEFAZ,W  H  DOS SANTOS LIMA,90,91,,
26588351,LUANA DA SILVA CRUZ 61907830316,LUANA DA SILVA CRUZ 61907830316,,SEFAZ,LUANA DA SILVA CRUZ 61907830316,90,100,,
26024286,ADRIANA DE S  COELHO LEAO & CIA LTDA,ADRIANA DE S. COELHO LEAO & CIA LTDA,A. DE SOUSA COELHO LEAO - ME,REDESIM,A. DE SOUSA COELHO LEAO - ME,30,98,48,48
25218376,R N DA S FEITOSA COMERCIO E SERVICOS,R N DA S FEITOSA COMERCIO E SERVICOS,R N DA S FEITOSA COMERCIO E SERVIÇOS,REDESIM,R N DA S FEITOSA COMERCIO E SERVIÇOS,100,100,95,95
25999635,LUSILENNE PEREIRA DA CRUZ 61316464300,LUSILENNE PEREIRA DA CRUZ 61316464300,,SEFAZ,LUSILENNE PEREIRA DA CRUZ 61316464300,90,100,,
25230767,MANOEL DE JESUS SANTOS 56313489349,MANOEL DE JESUS SANTOS 56313489349,,SEFAZ,MANOEL DE JESUS SANTOS 56313489349,90,100,,
20450654,JACKSON DOUGLAS COSTA 01377381374,JACKSON DOUGLAS COSTA 01377381374,,SEFAZ,JACKSON DOUGLAS COSTA 01377381374,90,100,,
19997021,RAIMUNDO NONATO CORVELO COSTA 00351930345,RAIMUNDO NONATO CORVELO COSTA 00351930345,,SEFAZ,RAIMUNDO NONATO CORVELO COSTA 00351930345,90,100,,
20159574,DANIEL DE AZEVEDO ALVES 60590757385,DANIEL DE AZEVEDO ALVES 60590757385,,SEFAZ,DANIEL DE AZEVEDO ALVES 60590757385,90,100,,
21138377,J R DE AQUINO,J R DE AQUINO,,SEFAZ,J R DE AQUINO,90,100,,
20858620,CARVALHO SILVA CONSTRUCOES EIRELI,CARVALHO SILVA CONSTRUCOES EIRELI,,SEFAZ,CARVALHO SILVA CONSTRUCOES EIRELI,90,100,,
29055141,JOAO DOS SANTOS ALMEIDA 02928722327,JOAO DOS SANTOS ALMEIDA 02928722327,JOAO DOS SANTOS ALMEIDA 02928722327,REDESIM,JOAO DOS SANTOS ALMEIDA 02928722327,100,100,100,100
38634815,ANA KELLY LACERDA DOS REIS 07105766417,ANA KELLY LACERDA DOS REIS 07105766417,ANA KELLY LACERDA DOS REIS 07105766417,REDESIM,ANA KELLY LACERDA DOS REIS 07105766417,100,100,100,100
05893310,M S ATACADISTA LTDA,M S ATACADISTA LTDA,,SEFAZ,M S ATACADISTA LTDA,90,100,,
39246317,IVONEIDE FIGUEREDO 00514785365,IVONEIDE FIGUEREDO 00514785365,IVONEIDE FIGUEREDO 00514785365,REDESIM,IVONEIDE FIGUEREDO 00514785365,100,100,100,100
38441348,VALDIR SILVA BARBOSA 01245393510,VALDIR SILVA BARBOSA 01245393510,VALDIR SILVA BARBOSA 01245393510,REDESIM,VALDIR SILVA BARBOSA 01245393510,100,100,100,100
42376745,MARIA DE FATIMA ALVES DE SOUSA 60650412389,MARIA DE FATIMA ALVES DE SOUSA 60650412389,MARIA DE FATIMA ALVES DE SOUSA 60650412389,REDESIM,MARIA DE FATIMA ALVES DE SOUSA 60650412389,100,100,100,100
42192033,JOSE RODRIGUES BEZERRA JUNIOR 03703306335,JOSE RODRIGUES BEZERRA JUNIOR 03703306335,JOSE RODRIGUES BEZERRA JUNIOR 03703306335,REDESIM,JOSE RODRIGUES BEZERRA JUNIOR 03703306335,100,100,100,100
25298975,JORGILBERTO A  DE ARAUJO COMERCIO,JORGILBERTO A. DE ARAUJO COMERCIO,JORGILBERTO A. DE ARAUJO COMERCIO,REDESIM,JORGILBERTO A. DE ARAUJO COMERCIO,100,97,97,100
15643938,H S OLIVEIRA EIRELI,H S OLIVEIRA EIRELI,H S OLIVEIRA - EPP,REDESIM,H S OLIVEIRA - EPP,30,100,74,74
11740968,POSTO ESMERALDA DE PETROLEO LTDA ME,POSTO ESMERALDA DE PETROLEO LTDA -,POSTO ESMERALDA DE PETROLEO LTDA - ME,REDESIM,POSTO ESMERALDA DE PETROLEO LTDA - ME,100,95,95,92
04294012,RPO LATAM ESTRATEGIA EM COMPRAS LTDA ,,,SEFAZ,RPO LATAM ESTRATEGIA EM COMPRAS LTDA ,60,,,
25269166,JACKSON MACIEL PAZ,JACKSON MACIEL PAZ,JACKSON MACIEL PAZ - ME,REDESIM,JACKSON MACIEL PAZ - ME,30,100,79,79
26084596,LAYANNE DE SA TAVARES 06028319384,LAYANNE DE SA TAVARES 06028319384,,SEFAZ,LAYANNE DE SA TAVARES 06028319384,90,100,,
25201167,CLEDYSON PEREIRA BRANDAO 02713557356,CLEDYSON PEREIRA BRANDAO 02713557356,,SEFAZ,CLEDYSON PEREIRA BRANDAO 02713557356,90,100,,
25204506,JOSIVAN DA SILVA SOUZA 02262627312,JOSIVAN DA SILVA SOUZA 02262627312,JOSIVAN DA SILVA SOUZA 02262627312,REDESIM,JOSIVAN DA SILVA SOUZA 02262627312,100,100,100,100
21093280,MARIA DAS NEVES DIAS ALMEIDA DA SILVA,MARIA DAS NEVES DIAS ALMEIDA DA SILVA,MARIA DAS NEVES DIAS ALMEIDA DA SILVA,REDESIM,MARIA DAS NEVES DIAS ALMEIDA DA SILVA,100,100,100,100
20868736,MAIOBAO COMERCIO DE AGUA E GAS LTDA,MAIOBAO COMERCIO DE AGUA E GAS LTDA,MAIOBÃO COMÉRCIO DE ÁGUA E GÁS LTDA - ME,REDESIM,MAIOBÃO COMÉRCIO DE ÁGUA E GÁS LTDA - ME,30,100,71,71
21182874,BRUNO RODRIGUES FROZ 01488598363,BRUNO RODRIGUES FROZ 01488598363,,SEFAZ,BRUNO RODRIGUES FROZ 01488598363,90,100,,
39276094,LUANA NAZARENO PEREIRA 03525893370,LUANA NAZARENO PEREIRA 03525893370,LUANA NAZARENO PEREIRA 03525893370,REDESIM,LUANA NAZARENO PEREIRA 03525893370,100,100,100,100
38649859,GILDEANE CABRAL LOPES SILVA 60419882359,GILDEANE CABRAL LOPES SILVA 60419882359,GILDEANE CABRAL LOPES SILVA 60419882359,REDESIM,GILDEANE CABRAL LOPES SILVA 60419882359,100,100,100,100
38277854,I VIEIRA COMERCIO EIRELI,I VIEIRA COMERCIO EIRELI,I VIEIRA COMERCIO EIRELI,REDESIM,I VIEIRA COMERCIO EIRELI,100,100,100,100
38655664,ELIANE DINIZ REIS 02550904397,ELIANE DINIZ REIS 02550904397,ELIANE DINIZ REIS 02550904397,REDESIM,ELIANE DINIZ REIS 02550904397,100,100,100,100
38120079,UILAMIS PEREIRA DE ALMEIDA 60313273332,UILAMIS PEREIRA DE ALMEIDA 60313273332,UILAMIS PEREIRA DE ALMEIDA 60313273332,REDESIM,UILAMIS PEREIRA DE ALMEIDA 60313273332,100,100,100,100
38313826,WELLINGTON OLIVEIRA DA SILVA 02574996364,WELLINGTON OLIVEIRA DA SILVA 02574996364,WELLINGTON OLIVEIRA DA SILVA 02574996364,REDESIM,WELLINGTON OLIVEIRA DA SILVA 02574996364,100,100,100,100
39353789,HABMAEL WALLEX DE MORAES SOUZA 60264379322,HABMAEL WALLEX DE MORAES SOUZA 60264379322,HABMAEL WALLEX DE MORAES SOUZA 60264379322,REDESIM,HABMAEL WALLEX DE MORAES SOUZA 60264379322,100,100,100,100
38234294,CAIO BALANCI LOPES DAMOUS 02359874330,CAIO BALANCI LOPES DAMOUS 02359874330,CAIO BALANCI LOPES DAMOUS 02359874330,REDESIM,CAIO BALANCI LOPES DAMOUS 02359874330,100,100,100,100
38408792,JOSE ALVES FEITOSA FILHO 51490161368,JOSE ALVES FEITOSA FILHO 51490161368,JOSE ALVES FEITOSA FILHO 51490161368,REDESIM,JOSE ALVES FEITOSA FILHO 51490161368,100,100,100,100
42108903,VICTORIA DA SILVA SOUSA DE AQUINO 07638473302,VICTORIA DA SILVA SOUSA DE AQUINO 07638473302,VICTORIA DA SILVA SOUSA DE AQUINO 07638473302,REDESIM,VICTORIA DA SILVA SOUSA DE AQUINO 07638473302,100,100,100,100
42526969,ALESSANDRA ASSUNCAO DE CASTRO 00147534305,ALESSANDRA ASSUNCAO DE CASTRO 00147534305,ALESSANDRA ASSUNCAO DE CASTRO 00147534305,REDESIM,ALESSANDRA ASSUNCAO DE CASTRO 00147534305,100,100,100,100
42530506,JOSE RIBAMAR MENDES FILHO 61790574358,JOSE RIBAMAR MENDES FILHO 61790574358,JOSE RIBAMAR MENDES FILHO 61790574358,REDESIM,JOSE RIBAMAR MENDES FILHO 61790574358,100,100,100,100
97373237,JL  AGROPECUARIA LTDA,JL  AGROPECUARIA LTDA,JL  AGROPECUARIA LTDA,REDESIM,JL  AGROPECUARIA LTDA,100,100,100,100
42281849,LUJOTEC SERVICOS DE ENGENHARIA EIRELI,LUJOTEC SERVICOS DE ENGENHARIA EIRELI,LUJOTEC SERVICOS DE ENGENHARIA EIRELI,REDESIM,LUJOTEC SERVICOS DE ENGENHARIA EIRELI,100,100,100,100
42539116,FILIPE RAMON BANDEIRA SENA 60546028373,FILIPE RAMON BANDEIRA SENA 60546028373,FILIPE RAMON BANDEIRA SENA 60546028373,REDESIM,FILIPE RAMON BANDEIRA SENA 60546028373,100,100,100,100
42486386,ANDREA ARAUJO CORREA 05299846363,ANDREA ARAUJO CORREA 05299846363,ANDREA ARAUJO CORREA 05299846363,REDESIM,ANDREA ARAUJO CORREA 05299846363,100,100,100,100
63433239,COMERCIAL CIDADE LTDA,COMERCIAL CIDADE LTDA,COMERCIAL CIDADE LTDA - EPP,REDESIM,COMERCIAL CIDADE LTDA - EPP,30,100,78,78
25901536,ERALDO GONCALVES DO NASCIMENTO 34608591304,ERALDO GONCALVES DO NASCIMENTO 34608591304,,SEFAZ,ERALDO GONCALVES DO NASCIMENTO 34608591304,90,100,,
26358509,ANA CARLA SOUSA MACHADO 61548136352,ANA CARLA SOUSA MACHADO 61548136352,,SEFAZ,ANA CARLA SOUSA MACHADO 61548136352,90,100,,
27144894,ADINILSON LINO DA SILVA 39611710330,ADINILSON LINO DA SILVA 39611710330,,SEFAZ,ADINILSON LINO DA SILVA 39611710330,90,100,,
26432255,G C DINIZ,G C DINIZ,G C DINIZ - ME,REDESIM,G C DINIZ - ME,30,100,65,65
21198764,M A PONCIANO BARROS LTDA,M A PONCIANO BARROS LTDA,M A PONCIANO BARROS & CIA LTDA,REDESIM,M A PONCIANO BARROS & CIA LTDA,30,100,80,80
20909376,MARKIEL ALVES SIQUEIRA 02703648111,MARKIEL ALVES SIQUEIRA 02703648111,,SEFAZ,MARKIEL ALVES SIQUEIRA 02703648111,90,100,,
21479025,EDICARLOS ALVES DA SILVA 74735667334,EDICARLOS ALVES DA SILVA 74735667334,,SEFAZ,EDICARLOS ALVES DA SILVA 74735667334,90,100,,
20912831,JULINA DE JESUS LEITE CARVALHAL 46081054349,JULINA DE JESUS LEITE CARVALHAL 46081054349,,SEFAZ,JULINA DE JESUS LEITE CARVALHAL 46081054349,90,100,,
21056941,FLAVIANA ALVES MENDES PESSOA 01399062310,FLAVIANA ALVES MENDES PESSOA 01399062310,,SEFAZ,FLAVIANA ALVES MENDES PESSOA 01399062310,90,100,,
21351617,S  V SUPERMERCADO LTDA,S. V SUPERMERCADO LTDA,S. V SUPERMERCADO LTDA - ME,REDESIM,S. V SUPERMERCADO LTDA - ME,30,96,78,82
38543668,LUZINETE LIMA DE ASSUNCAO 79978916334,LUZINETE LIMA DE ASSUNCAO 79978916334,LUZINETE LIMA DE ASSUNCAO 79978916334,REDESIM,LUZINETE LIMA DE ASSUNCAO 79978916334,100,100,100,100
39358693,KELY BARBOSA DA SILVA 01930188374,KELY BARBOSA DA SILVA 01930188374,KELY BARBOSA DA SILVA 01930188374,REDESIM,KELY BARBOSA DA SILVA 01930188374,100,100,100,100
38574203,JOSE LITEMBERG OLIVEIRA BACELAR 02647042314,JOSE LITEMBERG OLIVEIRA BACELAR 02647042314,JOSE LITEMBERG OLIVEIRA BACELAR 02647042314,REDESIM,JOSE LITEMBERG OLIVEIRA BACELAR 02647042314,100,100,100,100
42041041,ALESSANDRA FRANCA DA SILVA 00823586219,ALESSANDRA FRANCA DA SILVA 00823586219,ALESSANDRA FRANCA DA SILVA 00823586219,REDESIM,ALESSANDRA FRANCA DA SILVA 00823586219,100,100,100,100
24132431,MULTI MAQUINAS LTDA,MULTI MAQUINAS LTDA,,SEFAZ,MULTI MAQUINAS LTDA,90,100,,
24374359,DESTAK LOGISTICA EIRELI,DESTAK LOGISTICA EIRELI,DESTAK LOGISTICA EIRELI,REDESIM,DESTAK LOGISTICA EIRELI,100,100,100,100
26363934,CARLOS HENRIQUE DOS SANTOS MORAIS FILHO 60745567339,CARLOS HENRIQUE DOS SANTOS MORAIS FILHO 60745567339,CARLOS HENRIQUE DOS SANTOS MORAIS FILHO 60745567339,REDESIM,CARLOS HENRIQUE DOS SANTOS MORAIS FILHO 60745567339,100,100,100,100
26366456,LILIANE SOUSA PROTASIO 64281833315,LILIANE SOUSA PROTASIO 64281833315,,SEFAZ,LILIANE SOUSA PROTASIO 64281833315,90,100,,
26633804,LAUANDEL ABREU DA SILVEIRA 61031708340,LAUANDEL ABREU DA SILVEIRA 61031708340,LAUANDEL ABREU DA SILVEIRA 61031708340,REDESIM,LAUANDEL ABREU DA SILVEIRA 61031708340,100,100,100,100
26301836,VANDERLANE DA SILVA SALAZAR 03931191303,VANDERLANE DA SILVA SALAZAR 03931191303,VANDERLANE DA SILVA SALAZAR 03931191303,REDESIM,VANDERLANE DA SILVA SALAZAR 03931191303,100,100,100,100
26374225,SAO E SUCOS EIRELI,SAO E SUCOS EIRELI,SAO E SUCOS EIRELI,REDESIM,SAO E SUCOS EIRELI,100,100,100,100
26593634,P W LIMA FERNANDES,P.W.LIMA FERNANDES,,SEFAZ,P W LIMA FERNANDES,50,89,,
21011185,C S L DE FREITAS,C S L DE FREITAS,,SEFAZ,C S L DE FREITAS,90,100,,
21334922,NADJA RODRIGUES BEZERRA SOUSA 01324806389,NADJA RODRIGUES BEZERRA SOUSA 01324806389,NADJA RODRIGUES BEZERRA SOUSA 01324806389,REDESIM,NADJA RODRIGUES BEZERRA SOUSA 01324806389,100,100,100,100
21169459,LUCIOLA MONIQUE FREITAS ARAUJO 01491699302,LUCIOLA MONIQUE FREITAS ARAUJO 01491699302,,SEFAZ,LUCIOLA MONIQUE FREITAS ARAUJO 01491699302,90,100,,
21099660,JANDIRA PIMENTEL FREITAS 03869119322,JANDIRA PIMENTEL FREITAS 03869119322,JANDIRA PIMENTEL FREITAS 03869119322,REDESIM,JANDIRA PIMENTEL FREITAS 03869119322,100,100,100,100
06215245,D DE J COSTA CRUZ,D DE J COSTA CRUZ,,SEFAZ,D DE J COSTA CRUZ,90,100,,
12449449,FORTE SOLDA LIMITADA,FORTE SOLDA LIMITADA,FORTE SOLDA LIMITADA,REDESIM,FORTE SOLDA LIMITADA,100,100,100,100
38086431,FRANCISCO ARISON OLIVEIRA HENRIQUE 04666324364,FRANCISCO ARISON OLIVEIRA HENRIQUE 04666324364,FRANCISCO ARISON OLIVEIRA HENRIQUE 04666324364,REDESIM,FRANCISCO ARISON OLIVEIRA HENRIQUE 04666324364,100,100,100,100
38123025,JOISLEIDE COSTA DA SILVA 64840930325,JOISLEIDE COSTA DA SILVA 64840930325,JOISLEIDE COSTA DA SILVA 64840930325,REDESIM,JOISLEIDE COSTA DA SILVA 64840930325,100,100,100,100
31013112,JENIPAPO GAS LTDA,JENIPAPO GAS LTDA,JENIPAPO GAS LTDA,REDESIM,JENIPAPO GAS LTDA,100,100,100,100
38186993,MIGUEL DA COSTA LEITE FILHO,MIGUEL DA COSTA LEITE FILHO,MIGUEL DA COSTA LEITE FILHO,REDESIM,MIGUEL DA COSTA LEITE FILHO,100,100,100,100
24279894,FRANCISCO LOPES DA SILVA FILHO 39229815268,FRANCISCO LOPES DA SILVA FILHO 39229815268,,SEFAZ,FRANCISCO LOPES DA SILVA FILHO 39229815268,90,100,,
24385196,LAIZE GOMES DE CARVALHO 04093857350,LAIZE GOMES DE CARVALHO 04093857350,LAIZE GOMES DE CARVALHO 04093857350,REDESIM,LAIZE GOMES DE CARVALHO 04093857350,100,100,100,100
41990214,A O LIMA,A O LIMA,A O LIMA,REDESIM,A O LIMA,100,100,100,100
24228714,LUIZA FERREIRA DA SILVA 95641572349,LUIZA FERREIRA DA SILVA 95641572349,,SEFAZ,LUIZA FERREIRA DA SILVA 95641572349,90,100,,
24309645,JOSE FRANCISCO ARAUJO SANTOS 00149084331,JOSE FRANCISCO ARAUJO SANTOS 00149084331,,SEFAZ,JOSE FRANCISCO ARAUJO SANTOS 00149084331,90,100,,
26270813,FRANCISCO COSTA PESSOA 05688767332,FRANCISCO COSTA PESSOA 05688767332,,SEFAZ,FRANCISCO COSTA PESSOA 05688767332,90,100,,
21103329,LUIZ HENRIQUE LOPES RIBEIRO 00741596318,LUIZ HENRIQUE LOPES RIBEIRO 00741596318,,SEFAZ,LUIZ HENRIQUE LOPES RIBEIRO 00741596318,90,100,,
21432402,LINDOMAR DA SILVA COSTA 93669984372,LINDOMAR DA SILVA COSTA 93669984372,,SEFAZ,LINDOMAR DA SILVA COSTA 93669984372,90,100,,
20939223,JOSIANGELA DURANS RIBEIRO 70859922391,JOSIANGELA DURANS RIBEIRO 70859922391,,SEFAZ,JOSIANGELA DURANS RIBEIRO 70859922391,90,100,,
21388361,FRANCISCO DAS CHAGAS PEREIRA 19918569387,FRANCISCO DAS CHAGAS PEREIRA 19918569387,,SEFAZ,FRANCISCO DAS CHAGAS PEREIRA 19918569387,90,100,,
22032574,WILSON DE SOUSA FILHO 94570094368,WILSON DE SOUSA FILHO 94570094368,,SEFAZ,WILSON DE SOUSA FILHO 94570094368,90,100,,
21850058,J DE R B CORDEIRO EIRELI,J DE R B CORDEIRO EIRELI,J DE R B CORDEIRO EIRELI,REDESIM,J DE R B CORDEIRO EIRELI,100,100,100,100
23587579,R L C MIRANDA EIRELI,R.L.C MIRANDA EIRELI,R.L.C MIRANDA EIRELI,REDESIM,R.L.C MIRANDA EIRELI,100,90,90,100
40650816,FABIANO GOMES SILVA 01637648324,FABIANO GOMES SILVA 01637648324,FABIANO GOMES SILVA 01637648324,REDESIM,FABIANO GOMES SILVA 01637648324,100,100,100,100
40613509,MARYORIS YUSETH HERRERA MONTIEL 70667079238,MARYORIS YUSETH HERRERA MONTIEL 70667079238,MARYORIS YUSETH HERRERA MONTIEL 70667079238,REDESIM,MARYORIS YUSETH HERRERA MONTIEL 70667079238,100,100,100,100
40760009,AGADEILTON DOS PASSOS 00204601398,AGADEILTON DOS PASSOS 00204601398,AGADEILTON DOS PASSOS 00204601398,REDESIM,AGADEILTON DOS PASSOS 00204601398,100,100,100,100
40935826,MAGNO RIBEIRO LIMA 01988932300,MAGNO RIBEIRO LIMA 01988932300,MAGNO RIBEIRO LIMA 01988932300,REDESIM,MAGNO RIBEIRO LIMA 01988932300,100,100,100,100
24353103,ROBSON DA SILVA MAGALHAES 05731539308,ROBSON DA SILVA MAGALHAES 05731539308,ROBSON DA SILVA MAGALHAES 05731539308,REDESIM,ROBSON DA SILVA MAGALHAES 05731539308,100,100,100,100
24163919,RAIMUNDO DOS REMEDIOS GARCIA DOS SANTOS 00446887331,RAIMUNDO DOS REMEDIOS GARCIA DOS SANTOS 00446887331,,SEFAZ,RAIMUNDO DOS REMEDIOS GARCIA DOS SANTOS 00446887331,90,100,,
02966986,CITELU-SERVIOS DE ILUMINACAO URBANA S/A,,,SEFAZ,CITELU-SERVIOS DE ILUMINACAO URBANA S/A,60,,,
24144049,JOSE LUIS GOMES GONCALVES 03136636376,JOSE LUIS GOMES GONCALVES 03136636376,,SEFAZ,JOSE LUIS GOMES GONCALVES 03136636376,90,100,,
24572123,WENDEL MOTA PIRES 60040436306,WENDEL MOTA PIRES 60040436306,,SEFAZ,WENDEL MOTA PIRES 60040436306,90,100,,
26713597,ANNYELLE XIMENES DOS SANTOS 03667094370,ANNYELLE XIMENES DOS SANTOS 03667094370,ANNYELLE XIMENES DOS SANTOS 03667094370,REDESIM,ANNYELLE XIMENES DOS SANTOS 03667094370,100,100,100,100
